reviewer_row_id,paper_id,title,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,emotion_model,class_labels,class_balance,preproc_in_cv,model_family,adaptation_method,target_data_used,target_labels_used,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,primary_result,verification_status,source_checked,reviewer_source_location,reviewer_notes,author_protocol_label,author_protocol_label_location,verified_protocol_from_methods,verified_protocol_evidence_location,protocol_label_match,protocol_mismatch_type,verified_subject_disjoint,target_access_verified,protocol_audit_decision,reviewer_protocol_confidence
HME-0077,EEG-0106,Cross-Subject and Cross-Session EEG Emotion Recognition Based on Multisource Structural Deep Clustering,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,multisource structural deep clustering (MSDC),multisource structural deep clustering (uses target structure),unlabeled-target (transductive),no,yes,cross-subject (multisource LOSO),15,cross-subject,subject-disjoint,unclear,accuracy,74.05,12.06,,no,none reported,mean,cross-subject transductive multisource DA,none,low,Transductive multisource DA (disclosed); plausible accuracies,"Table Ours values (SEED 91.02, SEED-IV 74.05) differ slightly from abstract (90.69/74.35).",yes,no,verified,full-text,Comparison table (Ours: SEED cross-subject 91.02/9.49; SEED-IV 74.05/12.06),MSDC SEED-IV cross-subject 74.05/12.06 (cross-session 78.05/13.47).,cross-subject / cross-session,Title; Abstract,cross-subject transductive multisource DA,Results table (Cross Subject column),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0078,EEG-0107,SCVAE-Net: Supervised Contrastive Variational AutoEncoder Network for Cross-Domain EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,supervised contrastive variational autoencoder (SCVAE-Net) + probabilistic latent alignment,supervised contrastive VAE + latent probabilistic alignment (source-target),unlabeled-target (transductive),no,yes,cross-subject (per-session),15,cross-subject,subject-disjoint,unclear,accuracy,95.01,6.67,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED cross-subject 95.01%; transductive contrastive VAE.,"Cross-subject SEED 95.01/6.67 (per-session 96.32/93.51/95.21), SEED-IV 74.94. Cross-session SEED 96.84, SEED-IV 79.44.",yes,yes,verified,full-text,"Results (SCVAE-Net cross-subject SEED 95.01/6.67, SEED-IV 74.94)",SCVAE-Net SEED cross-subject 95.01/6.67 - NEAR-CEILING (2026 Sensors). Cross-session 96.84.,cross-subject,Abstract,"cross-subject transductive DA (contrastive VAE, source-target latent alignment)",Results (cross-subject; Fig 4a overall 95.01/6.67),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0079,EEG-0107,SCVAE-Net: Supervised Contrastive Variational AutoEncoder Network for Cross-Domain EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,supervised contrastive variational autoencoder (SCVAE-Net) + probabilistic latent alignment,supervised contrastive VAE + latent probabilistic alignment (source-target),unlabeled-target (transductive),no,yes,cross-subject (per-session),15,cross-subject,subject-disjoint,unclear,accuracy,74.94,not verified,,no,none reported,mean,cross-subject transductive DA,none,moderate,NEAR-CEILING SEED cross-subject 95.01%; transductive contrastive VAE.,"Cross-subject SEED 95.01/6.67 (per-session 96.32/93.51/95.21), SEED-IV 74.94. Cross-session SEED 96.84, SEED-IV 79.44.",yes,no,verified,full-text,"Results (SCVAE-Net cross-subject SEED 95.01/6.67, SEED-IV 74.94)",SCVAE-Net SEED-IV cross-subject 74.94 (cross-session 79.44).,cross-subject,Abstract,"cross-subject transductive DA (contrastive VAE, source-target latent alignment)",Results (cross-subject; Fig 4a overall 95.01/6.67),match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0080,EEG-0108,Unsupervised Multi-Source Domain Adaptive Network Based on a Gating Mechanism for Cross-Subject EEG Emotion Recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,multi-source adaptive gating UDA (MS-AGDA),unsupervised multi-source DA with gating (marginal+conditional alignment),unlabeled-target (transductive),no,yes,"cross-subject (multisource, LOSO-style)",15,cross-subject,subject-disjoint,unclear,accuracy,92.54,4.10,,no,none reported,mean,cross-subject transductive multi-source UDA,none,low,Unsupervised transductive MSDA (disclosed); plausible accuracies,,yes,yes,verified,full-text,"Results table (MS-AGDA Ours: SEED 92.54/4.10, SEED-IV 85.86/2.60)",MS-AGDA(=MS-AGDA/paper title 'gating') SEED cross-subject 92.54/4.10. DEAP 65.59% (not a separate row).,cross-subject,Abstract,cross-subject transductive multi-source UDA (unlabeled target),Results tables; Abstract,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0081,EEG-0108,Unsupervised Multi-Source Domain Adaptive Network Based on a Gating Mechanism for Cross-Subject EEG Emotion Recognition,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,multi-source adaptive gating UDA (MS-AGDA),unsupervised multi-source DA with gating (marginal+conditional alignment),unlabeled-target (transductive),no,yes,"cross-subject (multisource, LOSO-style)",15,cross-subject,subject-disjoint,unclear,accuracy,85.86,2.60,,no,none reported,mean,cross-subject transductive multi-source UDA,none,low,Unsupervised transductive MSDA (disclosed); plausible accuracies,,yes,no,verified,full-text,"Results table (MS-AGDA Ours: SEED 92.54/4.10, SEED-IV 85.86/2.60)",MS-AGDA SEED-IV cross-subject 85.86/2.60 (std unusually tight).,cross-subject,Abstract,cross-subject transductive multi-source UDA (unlabeled target),Results tables; Abstract,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0082,EEG-0123,A coupling of common-private topological patterns learning approach for cross-subject emotion recognition (CPT-LS),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,"common-private topological patterns (CPT-LS, graph)",common/private pattern separation (topological); transfer to reduce source-target gap,unclear (source-target alignment mentioned),no,yes,cross-subject per-session (subject-independent),15,cross-subject,subject-disjoint,unclear,accuracy,87.94,6.25,,no,none reported,mean,cross-subject (subject-independent; DA/DG unclear),none evident,low,SI subject-disjoint; plausible 87.94%,Reported per session; overall SEED SI 87.94/6.25 (Table 3 last column). Target-access rule not explicit.,yes,yes,verified,full-text,"Table 3 (SEED subject-independent, overall 87.94/6.25)","CPT-LS SEED SI 87.94/6.25. Also SEED-IV, DEAP SI reported.",cross-subject / subject-independent,Abstract,cross-subject subject-independent (per-session); target-access unclear,Sec Experiments (subject-independent),match,,yes,unclear,pool-with-cross-subject,moderate
HME-0083,EEG-0127,AST-CLNet: EEG emotion recognition based on dual-branch adaptive graph convolution and contrastive learning,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,dual-branch adaptive graph conv + contrastive (AST-CLNet),contrastive cross-subject pairs (no target data in training),none,no,yes,subject-independent (cross-subject),unclear,cross-subject,subject-disjoint,unclear,accuracy,87.94,not reported in extracted text,,no,none reported,mean,"cross-subject (contrastive, inductive)",none,low,Cross-subject contrastive; intra-subject 99.71% (SD near-ceiling) is separate; SI 87.94% plausible,,yes,yes,verified,full-text,"Results (cross-subject SEED 87.94, SEED-IV 82.35)","AST-CLNet SEED cross-subject 87.94%. Intra-subject (10-fold) 99.71% (near-ceiling, SD). DEAP SI valence 64.97/arousal 63.54.",cross-subject generalization,Abstract; Keywords,subject-independent cross-subject (contrastive; within-subject uses 10-fold),Sec Experiments (subject-independent vs within-subject 10-fold),match,,yes,none,pool-with-cross-subject,moderate
HME-0084,EEG-0127,AST-CLNet: EEG emotion recognition based on dual-branch adaptive graph convolution and contrastive learning,SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,dual-branch adaptive graph conv + contrastive (AST-CLNet),contrastive cross-subject pairs (no target data in training),none,no,yes,subject-independent (cross-subject),unclear,cross-subject,subject-disjoint,unclear,accuracy,82.35,not reported in extracted text,,no,none reported,mean,"cross-subject (contrastive, inductive)",none,low,Cross-subject contrastive; intra-subject 99.71% (SD near-ceiling) is separate; SI 87.94% plausible,,yes,no,verified,full-text,"Results (cross-subject SEED 87.94, SEED-IV 82.35)",AST-CLNet SEED-IV cross-subject 82.35%.,cross-subject generalization,Abstract; Keywords,subject-independent cross-subject (contrastive; within-subject uses 10-fold),Sec Experiments (subject-independent vs within-subject 10-fold),match,,yes,none,pool-with-cross-subject,moderate
HME-0085,EEG-0138,Crucial rhythms and subnetworks for emotion processing extracted by an interpretable deep model (BrainAMDANN),SEED,15,3,62 (59 used),1000 (raw),discrete/categorical,negative/neutral/positive (3),balanced,functional/effective brain-network features per segment,interpretable domain-adversarial GNN (BrainAMDANN),domain-adversarial (cross-subject),unlabeled-target (transductive),no,yes,leave-one-subject-out (LOSOCV),15,cross-subject,subject-disjoint (LOSOCV),unclear,accuracy,81.05,8.54,,no,none reported,best (Lasso-GCA effective-network config),cross-subject transductive DA (LOSOCV),none (paper discloses both protocols),low,LOSOCV cross-subject 81.05/8.54. Paper ALSO reports 10-fold CV (subject-mixed) 94-95.7% -> illustrates inflation from subject-mixed k-fold.,"Reports 10-fold CV (subject-mixed, ~94-95.7%), 5-fold, LOSOCV (~77-81%), cross-sessions LOSOCV (~84%). Cross-subject = LOSOCV. Best BrainAMDANN LOSOCV = Lasso-GCA 81.05/8.54.",yes,yes,verified,full-text,Results table (BrainAMDANN LOSOCV rows; Lasso-GCA 81.05/8.54),BrainAMDANN. Cross-subject LOSOCV 81.05/8.54. NOTE: 10-fold subject-mixed CV reaches 94-95.7% - clear illustration of k-fold subject-mixing inflation (review thesis).,subject-independent (LOSOCV),Abstract; Results,"LOSOCV cross-subject, domain-adversarial (transductive)",Results table (10-fold vs LOSOCV columns),match,,yes,unlabeled-target-data,pool-with-cross-subject,moderate
HME-0086,EEG-0139,DDMGCN: Deep Dynamic Multi-Graph Convolutional Neural Network for EEG emotion recognition,SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,deep dynamic multi-graph GCN + 3D CNN (DDMGCN),none (SI-LOSO; not a DA method),none,no,yes,"leave-one-subject-out (subject-independent, 15 subjects)",15,cross-subject,subject-disjoint,unclear,accuracy,86.19,not verified (table; ~4.7),,no,none reported,best (DDMGCN full),cross-subject LOSO (inductive),none,low,"SI LOSO ~86.19%. Subject-dependent SEED near-ceiling 98.6% (separate, SD).",,yes,yes,verified,full-text,Results ('subject-independent across 15 subjects on SEED ... highest average accuracy of 86.19'),DDMGCN SEED SI ~86.19%. SD near-ceiling (98.6%) excluded. DREAMER also (SD).,subject-independent,Sec Experiments,LOSO subject-independent (inductive),"Results (subject-independent, 15 subjects)",match,,yes,none,pool-with-cross-subject,moderate
HME-0087,EEG-0142,Domain adversarial learning with multiple adversarial tasks for EEG emotion recognition (DANN-MAT),SEED,15,3,62,200 (downsampled),discrete/categorical,negative/neutral/positive (3),balanced,unclear,domain-adversarial NN with multiple adversarial tasks (DANN-MAT),domain-adversarial + multiple emotion-unrelated adversarial tasks,unlabeled-target (transductive UDA),no,yes,cross-subject (leave-one-subject-out),15,cross-subject,subject-disjoint,unclear,accuracy,95.74,3.26,,no,none reported,mean,cross-subject transductive UDA,none,moderate,Transductive UDA (disclosed). NEAR-CEILING SEED 95.74% is very high for DANN cross-subject; verify.,"UDA config SEED 95.74/3.26, SEED-IV 86.75/5.96. Calibration variant (90 labeled target samples) SEED 96.55/2.95, SEED-IV 88.28/5.53.",yes,yes,verified,full-text,Results table (DANN-MAT (ours) rows),DANN-MAT UDA SEED 95.74/3.26 (NEAR-CEILING flag). Calibration variant 96.55/2.95.,cross-subject,Abstract; Keywords,cross-subject transductive UDA (unlabeled target),Sec Experiments; results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0088,EEG-0142,Domain adversarial learning with multiple adversarial tasks for EEG emotion recognition (DANN-MAT),SEED-IV,15,3,62,200 (downsampled),discrete/categorical,happy/sad/fear/neutral (4),balanced,unclear,domain-adversarial NN with multiple adversarial tasks (DANN-MAT),domain-adversarial + multiple emotion-unrelated adversarial tasks,unlabeled-target (transductive UDA),no,yes,cross-subject (leave-one-subject-out),15,cross-subject,subject-disjoint,unclear,accuracy,86.75,5.96,,no,none reported,mean,cross-subject transductive UDA,none,moderate,Transductive UDA (disclosed). NEAR-CEILING SEED 95.74% is very high for DANN cross-subject; verify.,"UDA config SEED 95.74/3.26, SEED-IV 86.75/5.96. Calibration variant (90 labeled target samples) SEED 96.55/2.95, SEED-IV 88.28/5.53.",yes,no,verified,full-text,Results table (DANN-MAT (ours) rows),DANN-MAT UDA SEED-IV 86.75/5.96. Calibration variant 88.28/5.53.,cross-subject,Abstract; Keywords,cross-subject transductive UDA (unlabeled target),Sec Experiments; results table,match,,yes,unlabeled-target-data,pool-with-cross-subject,high
HME-0089,EEG-0145,EEG-based emotion recognition using super-resolution superlet transform and self-attention CNN (SLT SA-CNN),DEAP,32,1,32,128 (downsampled),dimensional,arousal high/low (binary),,strict trial-level cross-validation (explicitly eliminates leakage),superlet transform + self-attention CNN (SLT SA-CNN),none (SI; not DA),none,no,yes,"leave-one-subject-out (trial-level, no leakage)",,cross-subject,subject-disjoint; strict trial-level CV,unclear,accuracy,70.86,6.24,,no,none reported,mean,"cross-subject LOSO (inductive, leakage-corrected)",none (explicitly corrected),low,POSITIVE EXAMPLE: authors explicitly use strict trial-level CV to eliminate data leakage; realistic ~70-75% SI accuracies.,,yes,yes,verified,full-text,"SI results table (strict trial-level CV, no leakage)","SLT SA-CNN DEAP arousal SI (trial-level, leakage-corrected) 70.86/6.24.",subject-independent (leakage-corrected),Abstract; Keyword 'Data leakage',"LOSO subject-independent, strict trial-level CV (leakage-corrected)",Methods 'strict trial-level cross-validation to eliminate data leakage'; 'leave-one-subject-out',match,,yes,none,pool-with-cross-subject,high
HME-0090,EEG-0145,EEG-based emotion recognition using super-resolution superlet transform and self-attention CNN (SLT SA-CNN),DEAP,32,1,32,128 (downsampled),dimensional,valence high/low (binary),,strict trial-level cross-validation (explicitly eliminates leakage),superlet transform + self-attention CNN (SLT SA-CNN),none (SI; not DA),none,no,yes,"leave-one-subject-out (trial-level, no leakage)",,cross-subject,subject-disjoint; strict trial-level CV,unclear,accuracy,71.36,9.92,,no,none reported,mean,"cross-subject LOSO (inductive, leakage-corrected)",none (explicitly corrected),low,POSITIVE EXAMPLE: authors explicitly use strict trial-level CV to eliminate data leakage; realistic ~70-75% SI accuracies.,,yes,no,verified,full-text,"SI results table (strict trial-level CV, no leakage)",SLT SA-CNN DEAP valence SI 71.36/9.92.,subject-independent (leakage-corrected),Abstract; Keyword 'Data leakage',"LOSO subject-independent, strict trial-level CV (leakage-corrected)",Methods 'strict trial-level cross-validation to eliminate data leakage'; 'leave-one-subject-out',match,,yes,none,pool-with-cross-subject,high
HME-0091,EEG-0145,EEG-based emotion recognition using super-resolution superlet transform and self-attention CNN (SLT SA-CNN),DREAMER,23,1,14,128,dimensional,arousal high/low (binary),,strict trial-level cross-validation (explicitly eliminates leakage),superlet transform + self-attention CNN (SLT SA-CNN),none (SI; not DA),none,no,yes,"leave-one-subject-out (trial-level, no leakage)",,cross-subject,subject-disjoint; strict trial-level CV,unclear,accuracy,73.51,6.21,,no,none reported,mean,"cross-subject LOSO (inductive, leakage-corrected)",none (explicitly corrected),low,POSITIVE EXAMPLE: authors explicitly use strict trial-level CV to eliminate data leakage; realistic ~70-75% SI accuracies.,,yes,no,verified,full-text,"SI results table (strict trial-level CV, no leakage)",SLT SA-CNN DREAMER arousal SI 73.51/6.21.,subject-independent (leakage-corrected),Abstract; Keyword 'Data leakage',"LOSO subject-independent, strict trial-level CV (leakage-corrected)",Methods 'strict trial-level cross-validation to eliminate data leakage'; 'leave-one-subject-out',match,,yes,none,pool-with-cross-subject,high
